Experiment_ID,Month_Year,Date,Lab_ID,Material_Type,Power_Consumption_W,Temperature_K,Levitation_Altitude_m,Success_Rate_Percent
EXP-0823,2022-04,2022-04-03,Lab-Beta,Quantum Flex,1167.9590260104721,62.311793805155936,10.272412333565342,92.19524360284808
EXP-1429,2022-04,2022-04-04,Lab-Gamma,Carbon Nanotubes,1747.399080521984,77.12974203842279,9.303252297369909,82.3689247890603
EXP-1926,2022-04,2022-04-04,Lab-Gamma,Niobium-Titanium,1086.3653388203,34.59011699178821,6.577280481068494,91.87672020891068
EXP-0666,2022-04,2022-04-05,Lab-Alpha,Carbon Nanotubes,1180.9190122061534,79.403986733387,7.036488247398498,71.27358627468598
EXP-2040,2022-04,2022-04-05,Lab-Gamma,Carbon Nanotubes,773.3133494552524,54.51893804316964,6.173730306429579,83.17514246981634
EXP-1800,2022-04,2022-04-06,Lab-Alpha,Carbon Nanotubes,1178.443202394746,52.53288527240685,7.923969517282264,88.39812808936928
EXP-0924,2022-04,2022-04-06,Lab-Epsilon,Niobium-Titanium,1365.8531580965353,100.84676995983983,4.652777443785452,63.86607651216877
EXP-1397,2022-04,2022-04-07,Lab-Gamma,Quantum Flex,700.1334208201081,40.367680641942385,4.445076960532252,96.82239862434064
EXP-0478,2022-04,2022-04-07,Lab-Beta,Carbon Nanotubes,1103.5782998733328,64.3392396754084,6.4167965594577,80.04373894625621
EXP-0811,2022-04,2022-04-08,Lab-Gamma,Niobium-Titanium,1169.6115682166744,88.346169679698,5.235860747268717,71.66019339986978
EXP-1084,2022-04,2022-04-10,Lab-Gamma,Graphene-YBCO,1056.156118312887,60.391523611074014,10.246685358046728,86.17024294087855
EXP-1525,2022-04,2022-04-10,Lab-Epsilon,Quantum Flex,1291.9606432098255,71.97302669479245,12.225825149867006,96.62920862252824
EXP-0542,2022-04,2022-04-10,Lab-Gamma,Graphene-YBCO,1188.6869405171553,37.22036767326355,10.29372010237812,98.21671586291745
EXP-0054,2022-04,2022-04-11,Lab-Delta,Gold-Coated Aerogel,1374.8924390188163,84.65941364637219,4.428285107708594,72.97596058429085
EXP-1543,2022-04,2022-04-12,Lab-Gamma,Carbon Nanotubes,405.23147530866686,94.89357693692244,0.0,62.537843611708126
EXP-0494,2022-04,2022-04-13,Lab-Alpha,Quantum Flex,1043.6966347741918,53.1178218231894,9.897090724863109,97.76866968938275
EXP-1223,2022-04,2022-04-15,Lab-Delta,Niobium-Titanium,605.2159675854939,43.56215528724191,0.0,71.14881277556924
EXP-0278,2022-04,2022-04-15,Lab-Gamma,Graphene-YBCO,1120.8136977477884,69.45830011035584,8.614168940669858,91.00105327947466
EXP-2418,2022-04,2022-04-16,Lab-Beta,Carbon Nanotubes,200.0,81.04981039952956,3.3808237634358234,68.64106525405023
EXP-2498,2022-04,2022-04-16,Lab-Beta,Quantum Flex,1379.5273623088901,92.95512717315118,8.717663921882295,77.94481400514115
EXP-0510,2022-04,2022-04-17,Lab-Alpha,Gold-Coated Aerogel,939.2551463864163,61.55593805749744,2.0416332007632945,75.38511980205747
EXP-2431,2022-04,2022-04-17,Lab-Gamma,Niobium-Titanium,1205.0019964101698,21.73931666065573,5.664458772731225,100.0
EXP-1064,2022-04,2022-04-17,Lab-Epsilon,Carbon Nanotubes,609.683640860121,69.27121295828225,1.0199948522436362,68.51905864871279
EXP-1647,2022-04,2022-04-17,Lab-Alpha,Bismuth-Strontium,1561.7986565530487,66.21855483312498,7.002429606672948,85.51812302605616
EXP-0060,2022-04,2022-04-20,Lab-Beta,Quantum Flex,708.671041967644,68.75440845431515,5.639978429101454,79.53786446110614
EXP-1181,2022-04,2022-04-22,Lab-Beta,Bismuth-Strontium,523.9957799724253,51.286368242174376,0.40563196139210067,79.80495287937262
EXP-2454,2022-04,2022-04-23,Lab-Delta,Gold-Coated Aerogel,1398.136594732981,75.67296560467689,6.04128246947859,75.25819838535189
EXP-1364,2022-04,2022-04-23,Lab-Alpha,Gold-Coated Aerogel,913.114929106616,83.0362598725791,0.0,71.53993222018111
EXP-1237,2022-04,2022-04-24,Lab-Alpha,Gold-Coated Aerogel,931.6453056436778,80.31067837712831,3.121085663101283,65.98689881584436
EXP-1212,2022-04,2022-04-26,Lab-Gamma,Graphene-YBCO,649.7537137276997,91.99739357478009,3.5089318714132913,69.75237384786959
EXP-1040,2022-04,2022-04-27,Lab-Alpha,Graphene-YBCO,1475.5935810900216,60.028936963883964,12.210427061745651,92.58092225950104
EXP-2152,2022-04,2022-04-28,Lab-Epsilon,Niobium-Titanium,985.1761836775268,45.90292199804706,4.488199427470661,92.65727022524803
EXP-0655,2022-04,2022-04-28,Lab-Alpha,Quantum Flex,1295.1592755208567,51.59916134172174,10.193841774350329,89.84724804646834
EXP-1479,2022-04,2022-04-28,Lab-Delta,Bismuth-Strontium,1921.713781219637,70.97369180639406,9.572619842453056,86.27976736461504
EXP-1947,2022-04,2022-04-29,Lab-Epsilon,Niobium-Titanium,1676.148192028484,74.0478638750441,7.250400774452637,78.4488273125029
EXP-1285,2022-04,2022-04-30,Lab-Alpha,Bismuth-Strontium,1166.7132519064032,57.054189304825265,7.205928162737997,86.53681118525397
EXP-0722,2022-04,2022-04-30,Lab-Alpha,Quantum Flex,1543.9925761094453,72.10472653560899,12.549215031652443,82.05496495584035
EXP-0629,2022-05,2022-05-01,Lab-Delta,Graphene-YBCO,849.6433131402878,71.62036645115002,6.165311377613738,77.86452409802429
EXP-0920,2022-05,2022-05-02,Lab-Gamma,Quantum Flex,1612.5730713169237,75.93209937468936,14.828651895518451,95.2821908739022
EXP-0987,2022-05,2022-05-02,Lab-Alpha,Carbon Nanotubes,1516.9393635774727,83.63467054538245,11.239589453520699,87.05922940129739
EXP-1613,2022-05,2022-05-03,Lab-Delta,Bismuth-Strontium,1600.624911905355,42.06865846347053,9.166549067301483,95.58198817025738
EXP-0458,2022-05,2022-05-03,Lab-Epsilon,Graphene-YBCO,1059.030297974509,77.62076497651813,7.473160320430899,76.57666429393932
EXP-0496,2022-05,2022-05-03,Lab-Alpha,Niobium-Titanium,1725.1092471960237,73.46413116110033,7.722069847839078,83.20997569032996
EXP-0264,2022-05,2022-05-04,Lab-Beta,Gold-Coated Aerogel,1608.4406291624432,66.0755674013798,6.643341847699499,80.70317621547488
EXP-2070,2022-05,2022-05-05,Lab-Beta,Gold-Coated Aerogel,1251.2874914373178,77.82171889943817,1.4319297795235113,70.512325514137
EXP-0038,2022-05,2022-05-06,Lab-Alpha,Quantum Flex,744.6059640249268,54.461546421845576,6.415895182975763,87.03579137732407
EXP-1001,2022-05,2022-05-08,Lab-Epsilon,Quantum Flex,1153.8717600849448,89.9986448305872,10.418341700877866,83.41763050981983
EXP-0003,2022-05,2022-05-10,Lab-Gamma,Bismuth-Strontium,1482.8183576536283,64.82594011402723,11.317316967967884,85.48026695112718
EXP-0573,2022-05,2022-05-10,Lab-Alpha,Graphene-YBCO,1331.723658099798,90.26697987775245,6.561681333703285,79.01127165302854
EXP-2360,2022-05,2022-05-11,Lab-Epsilon,Niobium-Titanium,1272.0868682029275,70.8999881328476,5.995602821485195,81.03427592271606
EXP-2455,2022-05,2022-05-11,Lab-Beta,Quantum Flex,874.357003563676,64.50290128119899,5.635716304062438,88.61477165931372
EXP-0310,2022-05,2022-05-13,Lab-Gamma,Gold-Coated Aerogel,1518.3422518616183,106.15180783592788,4.829271363101292,63.30873733676573
EXP-0181,2022-05,2022-05-13,Lab-Gamma,Quantum Flex,1212.3701671129998,66.71234112008548,9.331124857367088,82.50313944856079
EXP-1348,2022-05,2022-05-14,Lab-Beta,Gold-Coated Aerogel,1205.3058572335892,58.361673320578134,4.179244501251419,91.18370804788648
EXP-2067,2022-05,2022-05-15,Lab-Delta,Graphene-YBCO,1270.4317155725519,59.13403215307598,10.823399086347196,92.14433112085801
EXP-1750,2022-05,2022-05-15,Lab-Delta,Gold-Coated Aerogel,1616.7402441279048,53.55309867745488,5.1324386621761775,79.52424972998726
EXP-2382,2022-05,2022-05-15,Lab-Alpha,Carbon Nanotubes,988.3189713364931,48.68549868444581,6.164598747150259,92.5232356141893
EXP-0530,2022-05,2022-05-16,Lab-Epsilon,Quantum Flex,1103.7447782519716,74.65815369896406,11.364714279466833,78.3549976120241
EXP-2404,2022-05,2022-05-16,Lab-Gamma,Niobium-Titanium,990.9302974534659,53.85399749011474,4.337447253619194,94.97903946813666
EXP-0700,2022-05,2022-05-16,Lab-Beta,Gold-Coated Aerogel,1151.0260748786345,86.50968905703554,0.4814617191504236,65.39750039023087
EXP-0881,2022-05,2022-05-18,Lab-Alpha,Bismuth-Strontium,721.5252519056273,61.010365900071626,1.1528724654008582,71.94389389250816
EXP-2160,2022-05,2022-05-18,Lab-Beta,Gold-Coated Aerogel,879.896361785414,63.10647832373587,1.19334862533312,66.02700972345417
EXP-0171,2022-05,2022-05-20,Lab-Delta,Gold-Coated Aerogel,890.5099281961617,91.84348793279982,0.48606868495371947,56.40629448248093
EXP-2273,2022-05,2022-05-20,Lab-Epsilon,Bismuth-Strontium,1656.0494327090114,75.96828893418866,9.558964091978066,78.01162867012121
EXP-1378,2022-05,2022-05-21,Lab-Epsilon,Carbon Nanotubes,727.2645722364034,73.43508969931368,3.2753436283061066,69.48964954209306
EXP-0018,2022-05,2022-05-21,Lab-Alpha,Bismuth-Strontium,1025.5032919532732,26.69915793904785,5.41726163750258,100.0
EXP-0317,2022-05,2022-05-21,Lab-Gamma,Bismuth-Strontium,1486.4069373457041,75.69641147076628,10.907854367415586,86.12203204675397
EXP-2347,2022-05,2022-05-22,Lab-Delta,Graphene-YBCO,1694.410443493479,56.043654327070314,14.180642009779934,100.0
EXP-1277,2022-05,2022-05-22,Lab-Beta,Carbon Nanotubes,795.2785915964912,69.59969528058195,2.5657293381788473,72.41259931509364
EXP-0701,2022-05,2022-05-22,Lab-Alpha,Niobium-Titanium,1212.3218789961745,86.07796044991237,3.9961205478398365,71.54679614965652
EXP-2316,2022-05,2022-05-23,Lab-Beta,Gold-Coated Aerogel,1447.134713080767,71.0536583263242,5.996876543009831,67.97210911229995
EXP-0793,2022-05,2022-05-25,Lab-Alpha,Graphene-YBCO,1898.2202840580053,54.989752248526955,15.388598185945058,100.0
EXP-1459,2022-05,2022-05-25,Lab-Beta,Niobium-Titanium,1320.1784239051105,76.24801993918064,6.18061584336015,79.20597201565518
EXP-0525,2022-05,2022-05-26,Lab-Beta,Carbon Nanotubes,606.8032528680538,52.54035835715344,2.9485718284977365,79.91866420412781
EXP-1168,2022-05,2022-05-26,Lab-Beta,Niobium-Titanium,685.6178430838207,62.64898002506314,5.357424482358452,79.44655718919225
EXP-0910,2022-05,2022-05-26,Lab-Alpha,Quantum Flex,956.1918073227262,68.21018643000401,5.588902575488252,81.1787425009704
EXP-0367,2022-05,2022-05-27,Lab-Delta,Carbon Nanotubes,1791.9945652722627,72.22324231079233,11.253248187608197,92.19806488819007
EXP-2123,2022-05,2022-05-28,Lab-Gamma,Graphene-YBCO,1114.4692726312533,85.96578912300967,5.527773297462201,69.02588258374873
EXP-0409,2022-05,2022-05-28,Lab-Beta,Graphene-YBCO,487.8171391973948,71.76522639552664,2.5361382509315957,76.45688314198686
EXP-0113,2022-05,2022-05-28,Lab-Beta,Quantum Flex,1847.6037149149206,88.34422832186269,16.87762662095474,94.69138423997525
EXP-0331,2022-05,2022-05-30,Lab-Beta,Graphene-YBCO,1352.1564215591602,76.12916474453344,9.07867044131656,81.05662833572423
EXP-1205,2022-05,2022-05-30,Lab-Delta,Niobium-Titanium,1169.4219491086008,60.676068616728614,4.248585750378041,78.23924996041454
EXP-0959,2022-05,2022-05-30,Lab-Epsilon,Quantum Flex,1663.9059847807086,62.54097120930309,14.09504486416395,91.95008085920888
EXP-1111,2022-06,2022-06-01,Lab-Beta,Gold-Coated Aerogel,1235.482495617903,90.28280967546277,4.639806502074498,61.82483202748182
EXP-0901,2022-06,2022-06-01,Lab-Delta,Quantum Flex,1694.1170059401695,84.49894121702425,15.055080405139352,86.54958692476463
EXP-1797,2022-06,2022-06-01,Lab-Delta,Graphene-YBCO,1362.3213534143003,85.00510408350733,9.128688734011163,85.98457957288417
EXP-0527,2022-06,2022-06-02,Lab-Delta,Quantum Flex,939.8799960014186,81.42432396398145,6.758995189828299,72.56379777193716
EXP-2143,2022-06,2022-06-02,Lab-Beta,Bismuth-Strontium,1383.3905858901194,48.95826561811147,8.224133997708048,94.51433416167575
EXP-0287,2022-06,2022-06-02,Lab-Beta,Quantum Flex,676.1452503565874,66.59139902837664,3.9024818389547304,80.38151335882327
EXP-1919,2022-06,2022-06-03,Lab-Delta,Carbon Nanotubes,1531.977285538737,97.7039772392518,9.520194208550002,76.22707781183149
EXP-0726,2022-06,2022-06-03,Lab-Gamma,Graphene-YBCO,1630.0721587894918,55.00833787332694,13.00769235608409,93.64454519591528
EXP-0836,2022-06,2022-06-04,Lab-Delta,Niobium-Titanium,832.4187123364711,107.68891226174912,1.808061408192391,58.7682513346471
EXP-2466,2022-06,2022-06-04,Lab-Gamma,Quantum Flex,418.1276017604987,84.51745590258307,1.8000630317497555,64.71807350081187
EXP-2100,2022-06,2022-06-04,Lab-Gamma,Gold-Coated Aerogel,874.2912615466521,91.9828848883289,1.333812339937256,53.707144407025524
EXP-2280,2022-06,2022-06-05,Lab-Beta,Quantum Flex,1560.6102024413433,61.32022171286755,14.299125596108368,90.05890767499574
EXP-2139,2022-06,2022-06-05,Lab-Gamma,Niobium-Titanium,1276.4144968251032,53.08151361951447,5.512277724590452,88.88096716976179
EXP-1405,2022-06,2022-06-06,Lab-Delta,Niobium-Titanium,2048.4094406129775,60.21810644359145,8.06115709872749,89.37920777199756
EXP-2249,2022-06,2022-06-07,Lab-Epsilon,Gold-Coated Aerogel,580.8350229056598,57.305809638864,0.43899955811908953,80.04008752020512
EXP-2433,2022-06,2022-06-09,Lab-Epsilon,Gold-Coated Aerogel,955.9271564942819,74.49439107891715,0.7588704138081901,76.94647313749695
EXP-0732,2022-06,2022-06-09,Lab-Alpha,Graphene-YBCO,1286.2028092736437,49.05143250672563,9.682666018516604,100.0
EXP-0177,2022-06,2022-06-10,Lab-Alpha,Bismuth-Strontium,1271.462192405165,34.667105460220434,7.504030116089453,99.64162261380362
EXP-1956,2022-06,2022-06-11,Lab-Epsilon,Carbon Nanotubes,1255.3621736616244,67.83643060094417,8.837937075619152,87.70124389144902
EXP-1843,2022-06,2022-06-12,Lab-Gamma,Graphene-YBCO,1335.635664321914,64.33249796600992,9.341032470890028,84.55453302750476
EXP-2311,2022-06,2022-06-13,Lab-Delta,Graphene-YBCO,936.964682491151,40.513592078387916,6.161084787788989,92.94891865299951
EXP-0812,2022-06,2022-06-13,Lab-Gamma,Carbon Nanotubes,1051.0032480519412,77.86042220805193,5.306737734220858,73.70959178035899
EXP-0626,2022-06,2022-06-14,Lab-Alpha,Quantum Flex,943.2105350792663,67.59326414784516,7.080409289035346,82.30272827141846
EXP-0566,2022-06,2022-06-15,Lab-Beta,Gold-Coated Aerogel,509.3915952546279,84.47765925258835,0.0,66.5935892550168
EXP-0333,2022-06,2022-06-15,Lab-Epsilon,Gold-Coated Aerogel,648.3630427681472,53.310674727506736,1.4478889056874882,89.70677558532162
EXP-0071,2022-06,2022-06-16,Lab-Alpha,Graphene-YBCO,903.522639894768,82.86528202526266,7.948949997655076,77.39302672539505
EXP-1246,2022-06,2022-06-16,Lab-Beta,Gold-Coated Aerogel,1409.5229452351016,72.83259549285431,4.717439320102853,77.53936243030621
EXP-1189,2022-06,2022-06-17,Lab-Gamma,Niobium-Titanium,2026.6405512056117,78.14096746816574,11.162531789188154,80.07858261330358
EXP-2200,2022-06,2022-06-17,Lab-Delta,Bismuth-Strontium,1518.6162750624817,77.73841737429308,7.398915744065113,75.53367888971805
EXP-2306,2022-06,2022-06-18,Lab-Alpha,Graphene-YBCO,1309.5915475171548,55.81552570352769,11.017506403573606,96.04606296779686
EXP-1044,2022-06,2022-06-18,Lab-Epsilon,Gold-Coated Aerogel,1428.9807740049105,68.04841699230425,6.57466406886512,89.43423336180751
EXP-1018,2022-06,2022-06-18,Lab-Delta,Graphene-YBCO,1063.0553458965292,88.9662379277782,6.313903049031774,78.01067657231484
EXP-1046,2022-06,2022-06-18,Lab-Alpha,Carbon Nanotubes,1985.1184973482457,80.74829535039743,17.613458806990188,95.56471123905027
EXP-1240,2022-06,2022-06-20,Lab-Gamma,Carbon Nanotubes,1337.185412977794,69.85156756410034,8.183907417249035,86.5215420611922
EXP-2358,2022-06,2022-06-21,Lab-Delta,Graphene-YBCO,954.3526370104257,41.4198276451172,9.073268146295907,100.0
EXP-0480,2022-06,2022-06-21,Lab-Alpha,Gold-Coated Aerogel,947.7827617047938,82.06157454943781,3.3843672045517708,81.84570860563575
EXP-1607,2022-06,2022-06-23,Lab-Epsilon,Gold-Coated Aerogel,1531.6883725073824,81.9674679179393,4.2875870711279775,81.00998410100046
EXP-1674,2022-06,2022-06-24,Lab-Alpha,Quantum Flex,1055.1615798780722,73.24099050353986,7.6002493735839955,84.35144035751719
EXP-2120,2022-06,2022-06-25,Lab-Epsilon,Gold-Coated Aerogel,1538.4163434076245,57.45428763983974,5.782681825457329,87.13115493007479
EXP-0895,2022-06,2022-06-27,Lab-Alpha,Quantum Flex,1133.0434643178232,61.74418014480113,7.303520416466378,95.04941212776357
EXP-2324,2022-06,2022-06-27,Lab-Delta,Graphene-YBCO,1470.6576273311207,50.358062202362596,12.392558934435332,97.3808307153351
EXP-1572,2022-06,2022-06-28,Lab-Alpha,Niobium-Titanium,1128.8616898386308,100.83012010941785,1.7774495665668288,62.57454854825517
EXP-2402,2022-06,2022-06-29,Lab-Alpha,Quantum Flex,588.8169561836947,63.892402090926765,3.581845250915801,72.54908471595294
EXP-1257,2022-06,2022-06-29,Lab-Beta,Gold-Coated Aerogel,803.7462439143944,70.93788583517212,2.8470100433838215,74.24634734002969
EXP-0593,2022-06,2022-06-30,Lab-Beta,Gold-Coated Aerogel,1227.8156435572434,70.33332688801364,6.041627225677445,82.54832870036884
EXP-0760,2022-07,2022-07-01,Lab-Beta,Bismuth-Strontium,1223.1096026824341,61.64476797762805,4.137755785461538,85.05950666985414
EXP-1991,2022-07,2022-07-02,Lab-Beta,Quantum Flex,724.599667170186,81.86513237274383,4.87443817499457,83.41041860652304
EXP-0366,2022-07,2022-07-02,Lab-Beta,Niobium-Titanium,1297.5888553102725,61.804051344243895,2.3824405791262295,81.06178698884128
EXP-2341,2022-07,2022-07-02,Lab-Delta,Carbon Nanotubes,1118.7549405094348,67.44700834182404,5.770501241079172,80.11401419423103
EXP-1585,2022-07,2022-07-03,Lab-Epsilon,Graphene-YBCO,1184.72369218591,52.57827085020953,11.454983205133614,98.75649811760631
EXP-2090,2022-07,2022-07-04,Lab-Alpha,Carbon Nanotubes,1346.840741001572,56.22832278362751,7.7291538139003055,96.65772057881262
EXP-2201,2022-07,2022-07-04,Lab-Alpha,Gold-Coated Aerogel,1282.9891614557305,41.31442013579183,2.446347969159957,90.4674622956044
EXP-2098,2022-07,2022-07-06,Lab-Delta,Gold-Coated Aerogel,1113.3784931565967,100.19753460892511,2.3086915417608393,68.04026516650718
EXP-1274,2022-07,2022-07-06,Lab-Epsilon,Carbon Nanotubes,1165.9838775420537,56.23278478485351,6.448144286907375,84.6180680700554
EXP-2269,2022-07,2022-07-06,Lab-Alpha,Niobium-Titanium,847.5926604178665,81.22210870412914,3.4551871398795653,68.07051261839126
EXP-0984,2022-07,2022-07-07,Lab-Gamma,Carbon Nanotubes,1243.909754716149,75.62750386486091,7.691268243297407,74.71526550863027
EXP-1115,2022-07,2022-07-07,Lab-Epsilon,Graphene-YBCO,1064.4500218204057,55.82673651124223,6.2904291778642305,85.96317146887468
EXP-2444,2022-07,2022-07-07,Lab-Epsilon,Carbon Nanotubes,1465.8555318318695,66.7800726747806,9.332554470489551,87.1452641893184
EXP-1195,2022-07,2022-07-08,Lab-Alpha,Graphene-YBCO,2057.4746610174084,67.41385939008282,15.848518932517436,100.0
EXP-0681,2022-07,2022-07-08,Lab-Delta,Bismuth-Strontium,1652.7240644861695,52.955946419809635,10.325756894476543,89.93986916216983
EXP-1971,2022-07,2022-07-09,Lab-Delta,Graphene-YBCO,1456.2251012294096,62.71960857561282,10.920759688165251,98.62779144842675
EXP-1835,2022-07,2022-07-09,Lab-Epsilon,Gold-Coated Aerogel,1187.2915308812978,36.47766426941133,2.9859595299165766,87.92944769630702
EXP-1873,2022-07,2022-07-09,Lab-Delta,Quantum Flex,1551.4465642407656,72.27787893627415,11.977648091749566,95.47337422804115
EXP-0475,2022-07,2022-07-09,Lab-Gamma,Bismuth-Strontium,1264.4158031251416,51.64331180841492,6.166866039721105,91.30652399244256
EXP-1677,2022-07,2022-07-10,Lab-Gamma,Gold-Coated Aerogel,1846.397625025291,66.21579963923979,6.628401398171968,93.33040020598321
EXP-1331,2022-07,2022-07-11,Lab-Gamma,Bismuth-Strontium,875.5739392341902,77.92343221806446,3.720100355582078,74.24987440272103
EXP-2350,2022-07,2022-07-12,Lab-Delta,Gold-Coated Aerogel,1320.2261891359622,94.40674842508385,2.096520220873148,65.44144438483113
EXP-1528,2022-07,2022-07-13,Lab-Epsilon,Gold-Coated Aerogel,1446.8963467101491,98.96504422046175,2.9752092509485797,58.905340980031454
EXP-0894,2022-07,2022-07-13,Lab-Beta,Bismuth-Strontium,200.0,85.62690842972799,0.0,70.54560622531118
EXP-1872,2022-07,2022-07-14,Lab-Beta,Bismuth-Strontium,1202.607229991563,77.29886019602586,6.368718540367341,84.71701880799459
EXP-0445,2022-07,2022-07-16,Lab-Alpha,Niobium-Titanium,930.6843526133505,62.309332573416725,5.6698316879859245,83.10901351489119
EXP-0889,2022-07,2022-07-17,Lab-Epsilon,Bismuth-Strontium,1027.4584292322857,79.17063801346521,6.428642861344024,82.6485133265428
EXP-0824,2022-07,2022-07-17,Lab-Beta,Niobium-Titanium,918.7515781337522,67.1896460022294,5.164691136440765,76.32044493348748
EXP-0313,2022-07,2022-07-17,Lab-Delta,Quantum Flex,1837.8562564865258,88.74169550943087,16.320140886574524,77.26172058981247
EXP-0148,2022-07,2022-07-18,Lab-Epsilon,Niobium-Titanium,1989.3638360993841,58.47672087878051,13.753988814490029,99.41355885722534
EXP-2388,2022-07,2022-07-20,Lab-Epsilon,Niobium-Titanium,1000.3428705703762,81.54151616377202,1.0236083847555486,75.52463890959996
EXP-0825,2022-07,2022-07-22,Lab-Beta,Gold-Coated Aerogel,1324.5571170563721,78.19598690012874,0.6919052863514361,71.3235801006916
EXP-1604,2022-07,2022-07-22,Lab-Delta,Quantum Flex,1004.5284438803767,89.81030922996258,5.2789827785382535,67.41165126353722
EXP-2169,2022-07,2022-07-22,Lab-Delta,Quantum Flex,1891.1977687764943,71.38625196698571,18.039059648135634,100.0
EXP-1653,2022-07,2022-07-22,Lab-Delta,Bismuth-Strontium,1815.8982229657777,118.13152910062044,9.748497163574248,72.5856622786592
EXP-1807,2022-07,2022-07-23,Lab-Beta,Graphene-YBCO,827.9270122169712,86.74951203514215,1.2126219970836516,61.63630785790347
EXP-0744,2022-07,2022-07-23,Lab-Beta,Quantum Flex,1468.1394811607997,65.14792900230901,13.047754564043391,87.05291024720346
EXP-1824,2022-07,2022-07-24,Lab-Alpha,Niobium-Titanium,1689.1902680513338,106.06006634246049,5.9070029806924325,68.12505859520863
EXP-0532,2022-07,2022-07-24,Lab-Alpha,Graphene-YBCO,475.41916649498455,60.44735634715204,2.1687769048974745,71.18741978251958
EXP-1433,2022-07,2022-07-24,Lab-Delta,Graphene-YBCO,1129.5810015892193,60.9552109183276,7.277895050657497,81.09691985127395
EXP-2260,2022-07,2022-07-24,Lab-Alpha,Carbon Nanotubes,949.6655379065056,63.361626972979984,4.718535702939179,87.88620943642539
EXP-1928,2022-07,2022-07-25,Lab-Delta,Graphene-YBCO,815.7917129643952,56.05098769146012,3.0548672082805823,90.61308341673339
EXP-1444,2022-07,2022-07-25,Lab-Alpha,Gold-Coated Aerogel,1170.2344706271856,53.69672944157584,4.829698514713423,80.22589336988904
EXP-1899,2022-07,2022-07-27,Lab-Delta,Bismuth-Strontium,1141.8163795570576,72.94398958099165,5.834708080442632,77.00518228397439
EXP-1737,2022-07,2022-07-27,Lab-Gamma,Bismuth-Strontium,1436.0069679966912,55.65595873905967,7.048155804994547,86.17666968910068
EXP-1457,2022-07,2022-07-27,Lab-Epsilon,Bismuth-Strontium,1171.8646201312515,53.87985487558154,5.367624059509435,80.16052811263778
EXP-2412,2022-07,2022-07-28,Lab-Epsilon,Gold-Coated Aerogel,1437.1330463703955,54.29786390827649,5.3506693803971865,89.7119623480983
EXP-1610,2022-07,2022-07-28,Lab-Epsilon,Gold-Coated Aerogel,2260.395371148774,72.58504009305445,10.646400170627912,97.64912237613218
EXP-1575,2022-08,2022-08-01,Lab-Delta,Graphene-YBCO,931.606614202155,70.71211756564493,6.426027684761744,73.6350560204737
EXP-0769,2022-08,2022-08-03,Lab-Gamma,Bismuth-Strontium,959.2133542511497,63.11961799694577,7.596827506721749,90.14900954418196
EXP-1524,2022-08,2022-08-04,Lab-Beta,Carbon Nanotubes,2242.1212485441974,57.51218690644005,17.98281149373168,99.66158856355727
EXP-1208,2022-08,2022-08-04,Lab-Beta,Carbon Nanotubes,1459.201274061616,59.5400059211871,10.025715391723867,94.83959509598127
EXP-2125,2022-08,2022-08-04,Lab-Gamma,Quantum Flex,713.244663865413,67.83976057473878,4.97778235254917,79.53644084188831
EXP-2376,2022-08,2022-08-04,Lab-Gamma,Graphene-YBCO,1046.2191771526227,89.53896717437368,5.16648910444438,66.8300083552133
EXP-1355,2022-08,2022-08-05,Lab-Delta,Niobium-Titanium,773.3269186776548,70.4273972356763,2.5179235115383545,79.7770225476597
EXP-2115,2022-08,2022-08-05,Lab-Beta,Graphene-YBCO,1462.6962175322699,69.83738848660263,9.145283670620083,96.42139841190819
EXP-0731,2022-08,2022-08-05,Lab-Epsilon,Gold-Coated Aerogel,1359.3071088717304,107.87076252597763,5.916897378551507,60.989245057814706
EXP-1890,2022-08,2022-08-06,Lab-Gamma,Bismuth-Strontium,1708.6316311957544,52.65231694891206,10.963850801025183,89.3101519064575
EXP-1340,2022-08,2022-08-08,Lab-Gamma,Carbon Nanotubes,325.4267097061735,61.492597318784235,0.06632626129677799,82.23340741521561
EXP-1964,2022-08,2022-08-09,Lab-Delta,Bismuth-Strontium,1098.591941703569,75.41201452697815,3.8998616303854408,76.16460521378336
EXP-0256,2022-08,2022-08-09,Lab-Gamma,Niobium-Titanium,874.2111542219673,87.12983842593637,5.066959407757998,72.52632776827731
EXP-1498,2022-08,2022-08-09,Lab-Alpha,Carbon Nanotubes,1846.586183140014,66.381124466734,14.333218632907172,93.98881751519333
EXP-0758,2022-08,2022-08-11,Lab-Epsilon,Graphene-YBCO,1163.1290000070376,80.67385161206047,8.135660000859023,84.34054474886868
EXP-1458,2022-08,2022-08-12,Lab-Delta,Quantum Flex,840.6534048289745,50.10976881948901,7.1868416217724445,85.53583439375248
EXP-0304,2022-08,2022-08-12,Lab-Gamma,Bismuth-Strontium,466.59618240326165,83.96914000004384,0.4569414118513536,64.48257178112257
EXP-1981,2022-08,2022-08-12,Lab-Beta,Graphene-YBCO,784.8726584971681,44.28036997769666,3.4878875563528915,88.68457156773547
EXP-0390,2022-08,2022-08-12,Lab-Gamma,Gold-Coated Aerogel,1694.1394603011643,69.50810298328089,4.412105557414935,74.69194514628663
EXP-2214,2022-08,2022-08-13,Lab-Beta,Gold-Coated Aerogel,1115.9644743571355,65.91308527349135,4.9207205744311,92.38682497063357
